customer_id,first_name,last_name,email,phone,home_location_id,loyalty_tier,signup_date,marketing_opt_in,updated_at
33,Tyrone,Robinson,tyrone.robinson10@example.net,726-555-3179,16,Gold,2024-02-07,False,2024-02-07 17:27:08+00
34,Lucien,Adams,lucien.adams80@example.com,512-555-7682,13,Silver,2025-09-08,True,2026-03-27 01:54:14+00
35,Minh,Walker,minh.walker@example.net,512-555-3016,14,Silver,2025-04-20,True,2026-04-01 22:04:08+00
36,Emily,Brown,emily.brown@example.org,726-555-9653,16,Silver,2023-07-28,True,2025-10-10 00:59:36+00
37,Daniel,Reddy,daniel.reddy85@example.org,972-555-1636,9,Bronze,2026-02-17,True,2026-02-17 12:50:29+00
38,Juan,Thibodeaux,juan.thibodeaux@example.com,512-555-8090,12,Gold,2025-08-27,True,2025-08-27 12:44:25+00
39,Jessica,Mitchell,jessica.mitchell50@example.com,713-555-0779,3,Bronze,2025-11-08,False,2025-11-08 09:10:24+00
40,Mai,Wright,mai.wright@example.com,832-555-6570,3,Silver,2026-06-06,False,2026-06-15 01:18:20+00
41,Valeria,Wright,valeria.wright11@example.net,737-555-4863,13,Bronze,2023-05-22,True,2023-05-22 18:37:52+00
42,Mia,Hebert,mia.hebert@example.com,972-555-5343,10,Silver,2023-09-21,True,2023-09-21 11:52:01+00
43,Tuan,Diaz,tuan.diaz4@example.net,737-555-4873,12,Silver,2023-08-28,True,2025-01-16 07:31:06+00
44,Abigail,Scott,abigail.scott@example.net,737-555-9632,15,Bronze,2023-06-15,True,2023-06-15 08:58:06+00
45,Rohan,Wilson,rohan.wilson9@example.org,737-555-4010,13,Bronze,2023-07-12,True,2023-07-12 11:31:11+00
46,Ashley,Davis,ashley.davis66@example.com,469-555-5927,11,Bronze,2023-12-13,True,2026-06-20 14:05:57+00
47,Matthew,Jones,matthew.jones@example.com,214-555-2334,11,Bronze,2026-06-16,True,2026-06-16 14:35:22+00
48,Priya,Robichaux,priya.robichaux71@example.net,281-555-0716,6,Bronze,2026-06-24,True,2026-06-29 12:53:24+00
49,Jessica,Jones,jessica.jones76@example.net,832-555-4848,1,Silver,2024-04-06,False,2026-04-20 05:01:33+00
50,Daniel,Le,daniel.le@example.com,469-555-8459,9,Bronze,2023-09-27,False,2024-04-18 22:11:57+00
51,Linh,Hernandez,linh.hernandez94@example.net,713-555-7908,4,Bronze,2026-01-20,True,2026-06-25 21:34:19+00
52,Priya,Nelson,priya.nelson@example.com,972-555-9925,8,Bronze,2025-12-30,True,2026-04-04 03:09:38+00
53,Daniel,Broussard,daniel.broussard46@example.com,726-555-5069,17,Bronze,2024-10-18,True,2026-01-23 16:09:38+00
54,Jennifer,Davis,jennifer.davis4@example.net,832-555-7810,5,Silver,2023-09-09,True,2023-09-09 10:31:37+00
55,Tyrone,Thomas,tyrone.thomas50@example.org,281-555-2808,2,Bronze,2025-06-06,False,2025-06-06 11:32:39+00
56,Noah,Reyes,noah.reyes28@example.com,832-555-4970,6,Bronze,2025-06-29,True,2025-11-08 09:22:00+00
57,Priya,Torres,priya.torres@example.com,713-555-3142,6,Silver,2025-11-25,True,2025-11-25 09:28:39+00
58,Luis,Kumar,luis.kumar@example.net,512-555-7723,13,Bronze,2023-06-24,True,2023-06-24 15:16:32+00
59,Olivia,Phillips,olivia.phillips@example.net,469-555-6037,11,Bronze,2026-03-18,False,2026-04-19 19:10:11+00
60,Tuan,O'Brien,tuan.obrien43@example.net,210-555-5734,16,Gold,2025-12-10,False,2025-12-10 20:05:51+00
61,Jose,Broussard,jose.broussard2@example.com,737-555-6893,13,Bronze,2026-05-24,True,2026-06-27 08:26:42+00
62,Olivia,Green,olivia.green@example.net,972-555-1140,8,Gold,2023-09-05,False,2023-10-18 06:17:10+00
63,Aaliyah,Gonzalez,aaliyah.gonzalez@example.com,726-555-4821,16,Bronze,2026-06-14,True,2026-06-14 22:03:09+00
64,Kayla,Green,kayla.green10@example.com,281-555-6905,4,Bronze,2024-04-07,True,2025-08-02 23:47:07+00
65,Madison,Turner,madison.turner2@example.net,281-555-0253,1,Bronze,2026-05-29,False,2026-06-21 06:59:27+00
66,Jose,Comeaux,jose.comeaux13@example.com,832-555-7033,2,Bronze,2024-09-04,True,2025-10-13 17:36:30+00
67,Maria,Comeaux,maria.comeaux94@example.net,512-555-6512,14,Bronze,2025-04-25,True,2025-04-25 21:32:52+00
68,Josette,Tran,josette.tran@example.org,214-555-0743,9,Bronze,2026-01-29,True,2026-01-29 10:29:10+00
69,Destiny,Jones,destiny.jones@example.com,832-555-4264,3,Bronze,2024-08-14,True,2024-08-14 15:04:03+00
70,Linh,Baker,linh.baker24@example.net,469-555-3254,10,Bronze,2025-06-14,True,2025-06-14 21:31:01+00
71,Ava,Robinson,ava.robinson32@example.com,281-555-6187,3,Silver,2024-08-24,True,2024-08-24 09:38:17+00
72,Maria,Adams,maria.adams33@example.net,737-555-7877,14,Bronze,2023-10-29,True,2023-10-29 11:33:18+00
73,Isabella,Wilson,isabella.wilson@example.net,469-555-0748,9,Bronze,2023-03-03,True,2026-04-10 09:15:48+00
74,Robert,Wright,robert.wright@example.org,214-555-9915,8,Bronze,2026-05-02,True,2026-05-22 14:18:33+00
75,Camille,Morales,camille.morales16@example.com,713-555-4276,6,Silver,2025-02-09,False,2025-04-30 01:42:37+00
76,Andrew,Scott,andrew.scott59@example.net,512-555-9902,13,Bronze,2024-08-25,False,2024-11-21 00:10:29+00
77,Michael,McAllister,michael.mcallister54@example.com,972-555-4834,7,Bronze,2026-01-13,True,2026-01-13 16:08:29+00
78,Tuan,Nelson,tuan.nelson20@example.org,281-555-5515,2,Bronze,2024-10-22,True,2026-04-03 18:56:53+00
79,Ethan,Mitchell,ethan.mitchell@example.com,832-555-9539,3,Bronze,2024-07-11,True,2024-12-27 00:42:37+00
80,Mateo,Wilson,mateo.wilson@example.org,726-555-1128,19,Gold,2023-03-02,True,2024-09-08 14:27:44+00
81,Liam,Diaz,Liam.diaz63@Example.net,726-555-8197,18,Bronze,2024-09-04,True,2024-09-04 14:40:44+00
82,David,Rivera,david.rivera32@example.net,512-555-3570,14,Bronze,2023-07-04,True,2023-12-03 17:59:31+00
83,Jamal,Robichaux,  jamal.robichaux71@example.org ,713-555-7210,6,Bronze,2025-03-05,False,2026-04-19 01:17:13+00
84,Jamal,O'Brien,jamal.obrien@example.com,713-555-6240,20,Bronze,2026-04-26,False,2026-05-23 23:13:57+00
85,Diego,Thomas,diego.thomas@example.org,512-555-9239,15,Bronze,2026-01-08,True,2026-06-07 08:03:30+00
86,Destiny,Doucet,destiny.doucet82@example.org,512-555-4076,14,Bronze,2026-06-17,True,2026-06-17 11:22:59+00
87,Ethan,Hill,ethan.hill80@example.org,972-555-3796,9,Bronze,2024-04-20,False,2024-12-12 20:10:23+00
88,Anika,Hernandez,anika.hernandez22@example.com,713-555-9048,6,Gold,2023-06-08,False,2025-08-17 23:07:56+00
89,Darnell,Kumar,darnell.kumar30@example.com,713-555-4970,2,Bronze,2023-08-19,True,2023-08-19 12:18:21+00
90,Margot,Robichaux,margot.robichaux42@example.org,210-555-6978,18,Bronze,2025-10-07,True,2025-12-29 08:51:04+00
91,Darnell,Gonzalez,darnell.gonzalez@example.org,214-555-9323,9,Silver,2023-11-07,True,2023-11-07 15:03:28+00
92,Mateo,Reddy,mateo.reddy@example.net,713-555-6697,4,Bronze,2024-07-16,True,2024-07-16 21:54:35+00
93,Brianna,Green,brianna.green35@example.com,713-555-1131,6,Gold,2025-12-11,False,2026-04-27 02:20:29+00
94,Andre,Scott,andre.scott58@example.org,512-555-8838,12,Bronze,2024-11-14,True,2026-01-27 09:35:16+00
95,Celeste,Green,celeste.green74@example.net,281-555-6135,4,Silver,2023-02-15,True,2024-03-06 22:17:26+00
96,Grace,Hill, Grace.Hill38@Example.Org,210-555-3121,17,Gold,2024-01-27,True,2025-10-27 23:36:09+00
97,Colton,LeBlanc,colton.leblanc37@example.org,512-555-3405,15,Bronze,2024-02-28,True,2025-10-30 05:03:11+00
98,Ashley,Brown,ashley.brown8@example.net,512-555-6852,14,Silver,2023-10-30,False,2023-10-30 14:35:20+00
99,James,Phillips,james.phillips41@example.com,214-555-0357,9,Silver,2023-09-22,True,2024-06-22 09:21:32+00
100,Hannah,Guidry,hannah.guidry@example.com,737-555-2427,13,Silver,2024-07-05,False,2025-05-14 15:10:48+00
101,Emily,Shah,emily.shah73@example.net,512-555-7117,12,Bronze,2024-02-18,False,2024-02-18 13:28:06+00
102,Santiago,Johnson,santiago.johnson48@example.org,737-555-5343,13,Bronze,2023-11-19,True,2024-05-22 10:25:55+00
103,Robert,Nelson,robert.nelson@example.org,281-555-2690,2,Bronze,2024-03-28,True,2024-03-28 21:57:19+00
104,Austin,Nelson,austin.nelson@example.org,972-555-9796,8,Gold,2024-01-12,True,2024-08-29 07:48:49+00
105,Rohan,Roberts,rohan.roberts88@example.com,713-555-7383,1,Bronze,2023-09-08,True,2023-09-08 09:33:53+00
106,Andrew,Hernandez,andrew.hernandez@example.net,469-555-8807,10,Bronze,2024-05-11,True,2024-05-11 11:02:47+00
107,Robert,Green,robert.green13@example.com,214-555-9605,7,Gold,2025-10-29,True,2026-04-28 06:33:28+00
108,Wyatt,Shah,wyatt.shah76@example.com,281-555-7050,3,Bronze,2024-07-08,True,2024-07-08 19:36:34+00
109,Jose,Martinez,jose.martinez@example.org,713-555-0826,2,Silver,2024-10-16,False,2025-12-02 08:59:45+00
110,David,Tran,david.tran98@example.org,737-555-4789,12,Bronze,2025-12-14,False,2026-06-25 20:53:08+00
111,Darnell,Fontenot,darnell.fontenot28@example.org,713-555-8419,4,Bronze,2026-03-07,False,2026-03-13 11:37:42+00
112,Rohan,Shah,rohan.shah78@example.org,210-555-4589,19,Bronze,2023-09-02,False,2024-02-03 18:06:12+00
113,Jose,Miller,jose.miller94@example.com,512-555-9816,12,Bronze,2024-03-12,False,2024-03-12 20:50:48+00
114,Joshua,Tran,joshua.tran@example.org,469-555-2595,7,Bronze,2024-06-18,True,2025-07-09 08:45:02+00
115,Anika,Jackson,anika.jackson2@example.org,737-555-0340,12,Bronze,2024-06-04,True,2026-02-01 20:50:03+00
116,Anika,Walker,anika.walker71@example.org,832-555-5646,1,Bronze,2023-06-13,False,2023-06-13 16:31:00+00
117,Ethan,Young,ethan.young@example.org,210-555-7690,19,Bronze,2023-04-26,False,2025-10-17 19:29:21+00
118,Ava,Shah,ava.shah57@example.com,214-555-9816,10,Silver,2024-01-19,False,2024-01-19 12:56:40+00
119,Linda,Harris,linda.harris@example.com,726-555-1753,16,Bronze,2025-09-29,True,2026-06-14 22:07:32+00
120,James,Miller,james.miller@example.org,832-555-1969,2,Bronze,2025-02-25,False,2025-02-25 11:51:32+00
121,Mateo,Wright,mateo.wright98@example.net,469-555-3524,10,Bronze,2025-07-11,True,2026-06-25 12:58:29+00
122,Emily,Boudreaux,emily.boudreaux38@example.net,469-555-9569,10,Bronze,2023-07-11,True,2023-07-11 18:38:20+00
123,Valeria,Nguyen,valeria.nguyen5@example.org,726-555-8671,19,Silver,2024-03-30,True,2024-03-30 19:33:48+00
124,Robert,Nguyen,robert.nguyen66@example.org,737-555-4744,12,Bronze,2024-09-29,True,2024-09-29 09:35:10+00
125,Santiago,O'Brien,santiago.obrien@example.net,214-555-0891,10,Gold,2024-04-21,True,2024-04-21 08:48:18+00
126,Liam,Diaz,liam.diaz@example.com,832-555-5039,6,Silver,2024-04-01,False,2024-04-01 14:41:42+00
127,Hannah,Thibodeaux,hannah.thibodeaux98@example.com,469-555-8454,7,Silver,2024-01-30,True,2025-04-04 09:16:59+00
128,Grace,Young,grace.young84@example.net,214-555-6587,11,Silver,2023-02-26,False,2024-03-09 12:16:01+00
129,Madison,Shah,madison.shah@example.org,972-555-6456,9,Bronze,2025-07-28,True,2025-07-28 19:35:22+00
130,Marcus,Gomez,marcus.gomez92@example.com,713-555-4063,1,Gold,2025-10-19,True,2025-10-19 17:59:20+00
131,Joshua,Reyes,joshua.reyes85@example.org,210-555-1771,17,Silver,2023-03-30,True,2023-03-30 17:53:00+00
132,Darnell,Scott,darnell.scott60@example.com,726-555-6174,18,Silver,2024-03-29,True,2024-03-29 15:32:20+00
133,Mateo,Green,mateo.green60@example.com,281-555-6917,3,Bronze,2024-07-21,True,2026-03-08 11:07:16+00
134,Hannah,Martinez,hannah.martinez76@example.com,214-555-8132,11,Bronze,2025-05-09,True,2025-11-05 13:58:13+00
135,Aaliyah,Hebert,aaliyah.hebert28@example.org,281-555-1915,3,Silver,2025-12-17,True,2026-01-02 22:41:08+00
136,Chloe,Young,chloe.young25@example.net,512-555-7637,13,Bronze,2024-04-01,True,2024-04-01 12:19:23+00
137,Sarah,Wilson,sarah.wilson10@example.net,281-555-0897,6,Silver,2025-03-31,True,2025-04-30 22:36:31+00
138,Andre,Lopez,andre.lopez@example.net,512-555-9138,13,Bronze,2025-10-24,True,2026-04-11 07:39:00+00
139,Ana,Rodriguez,Ana.rodriguez@Example.net,737-555-8171,14,Bronze,2026-04-13,True,2026-04-13 08:10:59+00
140,Andre,Comeaux,andre.comeaux67@example.com,512-555-1211,15,Bronze,2023-11-15,True,2024-02-16 01:21:14+00
141,Abigail,Guidry,abigail.guidry93@example.net,832-555-6868,3,Bronze,2025-06-14,True,2025-11-01 05:27:28+00
142,Sarah,Diaz,sarah.diaz72@example.com,726-555-6440,19,Bronze,2024-03-27,False,2026-03-13 04:37:52+00
143,Austin,Garcia,austin.garcia80@example.com,713-555-5904,5,Silver,2023-01-20,True,2025-03-21 02:12:52+00
144,Linh,Reddy,linh.reddy92@example.net,713-555-6096,1,Silver,2025-04-11,True,2025-11-14 03:40:12+00
145,Jennifer,Hill, Jennifer.Hill@Example.Org,469-555-5330,11,Gold,2025-07-04,False,2025-07-04 21:27:03+00
146,Aaliyah,Perez,aaliyah.perez29@example.com,469-555-6380,7,Silver,2024-01-12,True,2024-01-12 12:27:30+00
147,James,Kumar,james.kumar@example.org,210-555-9661,17,Silver,2024-05-09,False,2024-05-09 08:59:26+00
148,Tuan,Wright,tuan.wright35@example.net,726-555-5071,16,Bronze,2026-03-21,False,2026-03-21 18:44:56+00
149,Andre,Nguyen,andre.nguyen@example.com,469-555-1045,7,Silver,2023-05-09,False,2023-06-03 00:42:35+00
150,Brianna,Tran,brianna.tran50@example.net,726-555-3632,19,Gold,2025-12-26,False,2026-03-03 23:42:26+00
151,Chloe,Hernandez,chloe.hernandez@example.net,281-555-6579,6,Silver,2023-01-25,True,2023-04-08 22:15:33+00
152,Jose,Phillips,jose.phillips49@example.org,469-555-0317,10,Bronze,2024-08-31,True,2024-08-31 12:44:09+00
153,Noah,Phillips,noah.phillips88@example.com,832-555-8453,6,Silver,2023-01-17,True,2025-08-05 23:38:36+00
154,Tyrone,Harris,tyrone.harris56@example.com,210-555-6502,19,Bronze,2025-01-25,True,2025-01-25 08:45:20+00
155,Ximena,Carter,ximena.carter@example.com,713-555-4067,4,Bronze,2025-09-14,True,2025-09-14 10:35:22+00
156,Carlos,Patel,carlos.patel@example.com,281-555-4235,1,Silver,2024-12-06,True,2024-12-06 10:05:41+00
157,Madison,Kumar,madison.kumar@example.org,972-555-4094,9,Silver,2024-10-26,False,2026-01-02 13:24:26+00
158,Colton,Scott,colton.scott9@example.net,281-555-6437,20,Silver,2026-05-05,True,2026-05-05 13:11:23+00
159,Andrew,Williams,andrew.williams53@example.com,726-555-5329,18,Bronze,2025-12-03,True,2026-01-05 03:44:31+00
160,Daniel,Perez,daniel.perez@example.net,512-555-3535,15,Gold,2025-08-02,True,2026-05-14 12:24:08+00
161,Grace,Gonzalez,grace.gonzalez51@example.com,726-555-9800,18,Bronze,2023-09-11,True,2023-09-11 08:31:35+00
162,Celeste,Shah,celeste.shah34@example.com,210-555-9364,18,Bronze,2024-09-09,True,2025-09-16 08:39:43+00
163,Minh,Sanchez,minh.sanchez@example.org,972-555-7690,11,Bronze,2026-04-20,True,2026-04-20 16:51:21+00
164,Celeste,Thibodeaux,celeste.thibodeaux16@example.com,832-555-8629,6,Silver,2023-11-19,False,2023-11-19 21:30:01+00
165,Tuan,Arceneaux,tuan.arceneaux90@example.org,512-555-6339,15,Bronze,2025-01-10,True,2025-01-10 16:09:08+00
166,Ashley,Lewis,ashley.lewis@example.net,737-555-8052,13,Bronze,2023-01-25,True,2025-07-12 10:38:59+00
167,Marcus,Comeaux,marcus.comeaux@example.net,469-555-3854,8,Bronze,2025-08-19,True,2026-03-29 12:31:03+00
168,Ethan,Johnson,ethan.johnson@example.net,281-555-6737,2,Bronze,2024-11-04,True,2025-02-27 22:57:30+00
169,Margot,Thomas,margot.thomas30@example.com,737-555-6233,15,Silver,2025-03-25,True,2025-03-25 13:15:07+00
170,Luis,Broussard,luis.broussard22@example.com,281-555-4776,6,Silver,2025-06-23,True,2026-05-25 04:09:20+00
171,James,Wilson,james.wilson33@example.net,726-555-8039,19,Bronze,2023-08-28,False,2023-08-28 12:11:37+00
172,Lucien,Kumar,lucien.kumar@example.org,832-555-2449,5,Bronze,2024-05-08,True,2024-05-08 19:43:10+00
173,Ana,Torres,ana.torres@example.net,281-555-3754,3,Bronze,2025-07-30,False,2026-06-17 03:14:22+00
174,Austin,LeBlanc,austin.leblanc@example.com,210-555-3727,17,Bronze,2023-06-30,False,2023-06-30 14:41:40+00
175,Mateo,Phillips,mateo.phillips@example.org,713-555-8782,3,Bronze,2025-06-20,True,2026-02-11 02:18:20+00
176,Olivia,Sanchez,olivia.sanchez@example.com,281-555-2666,4,Bronze,2026-06-15,True,2026-06-27 11:44:07+00
177,Jessica,Nelson,  jessica.nelson79@example.com ,737-555-7114,12,Silver,2024-09-22,False,2025-04-17 06:29:42+00
178,Andre,LeBlanc,andre.leblanc@example.org,726-555-1626,18,Bronze,2026-03-31,True,2026-03-31 17:50:45+00
179,Carlos,Roberts,carlos.roberts86@example.org,713-555-9202,4,Silver,2025-01-22,True,2025-01-22 18:16:28+00
180,Abigail,Baker,abigail.baker39@example.com,713-555-5963,6,Bronze,2025-07-06,True,2025-08-11 09:34:15+00
181,Sarah,Scott, Sarah.Scott98@Example.Net,737-555-3429,15,Silver,2024-01-18,True,2024-06-07 12:31:12+00
182,Lucas,Gonzalez,lucas.gonzalez@example.com,713-555-7912,20,Bronze,2026-06-06,False,2026-06-16 15:41:23+00
183,Sofia,Wright,sofia.wright70@example.net,469-555-0226,10,Bronze,2024-04-08,True,2026-01-18 01:41:59+00
184,Grace,Boudreaux,grace.boudreaux24@example.org,832-555-5300,3,Bronze,2024-11-01,True,2025-08-04 13:43:54+00
185,Juan,Mitchell,juan.mitchell@example.org,281-555-2262,1,Silver,2025-04-02,True,2025-04-02 14:21:03+00
186,Lucas,McAllister,lucas.mcallister19@example.com,832-555-1813,5,Bronze,2025-04-05,True,2025-04-05 10:55:02+00
187,Grace,Patel,grace.patel28@example.org,713-555-2638,3,Bronze,2024-01-08,False,2025-02-14 14:52:39+00
188,Mia,Mitchell,mia.mitchell@example.com,737-555-6635,14,Bronze,2025-10-22,True,2025-10-22 08:47:07+00
189,Luis,Doucet,luis.doucet37@example.net,713-555-0758,3,Bronze,2026-06-16,False,2026-06-16 08:36:10+00
190,Carmen,Williams,carmen.williams@example.net,972-555-2939,10,Bronze,2023-05-08,True,2023-05-08 08:25:58+00
191,Tuan,Adams,tuan.adams28@example.com,737-555-0767,14,Bronze,2023-01-28,False,2023-01-28 09:30:36+00
192,Jose,Doucet,jose.doucet@example.org,737-555-9093,12,Bronze,2025-10-12,False,2026-04-13 21:45:05+00
193,Madison,Williams,madison.williams@example.org,832-555-5779,4,Silver,2023-07-17,True,2025-10-22 10:44:41+00
194,Tuan,Jones,tuan.jones@example.org,210-555-2859,16,Bronze,2026-03-18,False,2026-05-17 14:41:56+00
195,Chloe,Walker,chloe.walker69@example.com,512-555-4789,14,Gold,2025-06-09,True,2025-06-09 14:21:20+00
196,Caleb,Mitchell,caleb.mitchell@example.com,737-555-1160,15,Silver,2025-04-20,True,2026-01-31 19:38:49+00
197,Destiny,Harris,destiny.harris58@example.org,832-555-8370,3,Bronze,2025-11-05,True,2026-03-30 22:55:25+00
198,Ana,Guidry,ana.guidry71@example.org,832-555-7604,3,Bronze,2023-02-28,True,2025-03-14 14:02:40+00
199,Caleb,Gomez,Caleb.gomez33@Example.net,210-555-6025,19,Silver,2026-01-22,False,2026-03-08 11:20:28+00
200,Austin,Landry,austin.landry5@example.com,972-555-5978,8,Silver,2024-07-08,False,2024-09-17 05:30:31+00
201,Carlos,Diaz,carlos.diaz63@example.com,281-555-6935,6,Bronze,2025-02-01,True,2025-05-10 00:59:34+00
202,Ethan,Flores,ethan.flores9@example.com,214-555-1603,10,Bronze,2024-11-13,False,2024-11-13 08:50:53+00
203,Noah,Garcia,noah.garcia@example.net,737-555-3481,13,Bronze,2024-09-05,True,2024-09-05 20:11:16+00
204,Liam,Tran,liam.tran81@example.net,210-555-4833,19,Bronze,2023-12-03,True,2024-07-20 16:18:15+00
205,Camille,Perez,camille.perez42@example.com,281-555-9908,6,Bronze,2026-02-24,False,2026-02-24 12:50:34+00
206,Harper,Martinez,harper.martinez36@example.org,726-555-0797,19,Bronze,2024-04-18,True,2024-04-18 13:02:04+00
207,Arjun,Flores,arjun.flores@example.com,281-555-7252,1,Bronze,2023-10-12,False,2026-06-28 21:37:36+00
208,Harper,Wright,harper.wright61@example.org,972-555-4267,11,Silver,2026-05-04,True,2026-05-04 21:52:36+00
209,Madison,Tran,madison.tran81@example.org,737-555-4516,13,Silver,2025-05-23,True,2025-10-09 15:12:37+00
210,Margot,Arceneaux,margot.arceneaux@example.org,832-555-2468,3,Silver,2024-08-28,True,2025-12-25 08:03:16+00
211,Sarah,Pham,sarah.pham@example.org,832-555-0167,3,Bronze,2026-04-24,True,2026-04-24 17:04:43+00
212,Matthew,Tran,matthew.tran@example.com,972-555-8415,8,Silver,2023-02-15,True,2023-03-23 16:50:07+00
213,Minh,Arceneaux,minh.arceneaux49@example.org,210-555-2136,19,Bronze,2024-12-07,True,2025-10-15 22:18:27+00
214,Luis,Green,luis.green78@example.org,737-555-8463,12,Silver,2024-04-26,True,2024-12-24 12:15:36+00
215,Mateo,Robinson,mateo.robinson@example.net,210-555-4319,19,Bronze,2023-05-16,False,2025-02-26 12:17:43+00
216,Matthew,Lopez,matthew.lopez12@example.com,210-555-8520,16,Bronze,2023-08-23,True,2024-02-20 06:37:49+00
217,Carmen,Hill,carmen.hill@example.com,972-555-0842,9,Gold,2025-05-05,True,2025-05-05 08:05:22+00
218,Kayla,Hernandez,kayla.hernandez25@example.com,210-555-1572,16,Gold,2025-10-01,True,2025-11-23 08:42:58+00
219,David,Miller,david.miller67@example.com,281-555-9006,1,Bronze,2024-07-10,True,2025-02-11 01:34:42+00
220,Olivia,Landry,olivia.landry@example.net,832-555-1575,3,Silver,2025-12-06,True,2025-12-06 18:38:04+00
221,Sofia,Thibodeaux,sofia.thibodeaux71@example.org,726-555-8904,17,Silver,2026-04-01,True,2026-04-21 23:51:01+00
222,Destiny,King,destiny.king@example.net,726-555-4450,16,Bronze,2023-11-25,True,2023-11-25 16:15:31+00
223,Wyatt,Thomas,wyatt.thomas91@example.com,281-555-9559,5,Bronze,2026-01-25,False,2026-02-06 03:49:29+00
224,Sofia,Brown,sofia.brown37@example.com,972-555-4746,11,Bronze,2023-07-12,True,2025-07-26 18:30:47+00
225,Liam,Arceneaux,liam.arceneaux@example.com,512-555-3719,12,Silver,2024-12-23,True,2025-10-18 08:29:19+00
226,Remy,Wright,remy.wright5@example.org,210-555-9875,17,Bronze,2023-08-29,False,2025-12-20 00:52:32+00
227,Destiny,Robinson,destiny.robinson19@example.org,737-555-8585,12,Bronze,2023-12-29,True,2023-12-29 13:55:46+00
